Date,Good,Price
1845-6-28,lumber,1.19019
1845-6-28,paper,3.57016
1845-6-28,cattle,2.38037
1845-6-28,fish,1.87036
1845-6-28,fruit,2.08026
1845-6-28,grain,2.45026
1845-6-28,tobacco,1.27017
1845-6-28,tea,2.95035
1845-6-28,coffee,3.32120
1845-6-28,opium,4.68146
1845-6-28,automobiles,70.00000
1845-6-28,telephones,16.00000
1845-6-28,wine,11.31158
1845-6-28,liquor,4.85043
1845-6-28,regular_clothes,7.51166
1845-6-28,luxury_clothes,86.38062
1845-6-28,furniture,5.28036
1845-6-28,luxury_furniture,92.67285
1845-6-28,radio,16.00000
1845-6-27,ammunition,18.67065
1845-6-27,small_arms,35.73877
1845-6-27,artillery,61.96191
1845-6-27,canned_food,17.42139
1845-6-27,barrels,98.00000
1845-6-27,aeroplanes,110.00000
1845-6-27,cotton,2.42041
1845-6-27,dye,11.83984
1845-6-27,wool,0.78009
1845-6-27,silk,13.29321
1845-6-27,coal,2.44012
1845-6-27,sulphur,7.40137
1845-6-27,iron,3.41992
1845-6-27,timber,1.07016
1845-6-27,tropical_wood,7.00156
1845-6-27,rubber,9.41235
1845-6-27,oil,16.58447
1845-6-27,precious_metal,8.00000
1845-6-27,precious_goods,7.00000
1845-6-27,steel,5.13043
1845-6-27,cement,15.69971
1845-6-27,machine_parts,56.35938
1845-6-27,glass,2.78989
1845-6-27,fuel,25.00000
1845-6-27,fertilizer,10.96094
1845-6-27,explosives,20.34033
1845-6-27,clipper_convoy,53.57324
1845-6-27,steamer_convoy,76.66138
1845-6-27,electric_gear,16.00000
1845-6-27,fabric,2.29047
1845-6-27,lumber,1.22021
1845-6-27,paper,3.50009
1845-6-27,cattle,2.35034
1845-6-27,fish,1.86035
1845-6-27,fruit,2.07025
1845-6-27,grain,2.45026
1845-6-27,tobacco,1.25015
1845-6-27,tea,2.92032
1845-6-27,coffee,3.21109
1845-6-27,opium,4.68146
1845-6-27,automobiles,70.00000
1845-6-27,telephones,16.00000
1845-6-27,wine,11.37164
1845-6-27,liquor,4.85043
1845-6-27,regular_clothes,7.33148
1845-6-27,luxury_clothes,86.40063
1845-6-27,furniture,5.28036
1845-6-27,luxury_furniture,92.93311
1845-6-27,radio,16.00000
1845-6-26,ammunition,18.68066
1845-6-26,small_arms,35.77881
1845-6-26,artillery,61.70166
1845-6-26,canned_food,17.42139
1845-6-26,barrels,98.00000
1845-6-26,aeroplanes,110.00000
1845-6-26,cotton,2.41040
1845-6-26,dye,11.74976
1845-6-26,wool,0.78009
1845-6-26,silk,13.58350
1845-6-26,coal,2.50018
1845-6-26,sulphur,7.28125
1845-6-26,iron,3.42993
1845-6-26,timber,1.08017
1845-6-26,tropical_wood,7.13168
1845-6-26,rubber,9.13208
1845-6-26,oil,16.28418
1845-6-26,precious_metal,8.00000
1845-6-26,precious_goods,7.00000
1845-6-26,steel,5.43073
1845-6-26,cement,15.79980
1845-6-26,machine_parts,56.55957
1845-6-26,glass,2.81992
1845-6-26,fuel,25.00000
1845-6-26,fertilizer,11.05103
1845-6-26,explosives,20.34033
1845-6-26,clipper_convoy,53.27295
1845-6-26,steamer_convoy,76.50122
1845-6-26,electric_gear,16.00000
1845-6-26,fabric,2.04022
1845-6-26,lumber,1.28027
1845-6-26,paper,3.64023
1845-6-26,cattle,2.37036
1845-6-26,fish,1.89038
1845-6-26,fruit,2.08026
1845-6-26,grain,2.44025
1845-6-26,tobacco,1.30020
1845-6-26,tea,3.09048
1845-6-26,coffee,3.31119
1845-6-26,opium,4.51129
1845-6-26,automobiles,70.00000
1845-6-26,telephones,16.00000
1845-6-26,wine,11.30157
1845-6-26,liquor,5.04062
1845-6-26,regular_clothes,7.52167
1845-6-26,luxury_clothes,86.30054
1845-6-26,furniture,5.35043
1845-6-26,luxury_furniture,93.01318
1845-6-26,radio,16.00000
